1.a art.一(个)；每一(个)
4045.to prep.到，向，达到
4046.toast n.烤面包 vt.烘，烤
4047.toast n.祝酒；祝酒词
4048.tobacco  n.烟草，烟叶
4049.today ad.在今天；现在
4050.toe n.脚趾，足尖
4051.together ad.共同，一起
4052.toilet n.厕所，盥洗室，浴室
4053.tolerance n.忍受，容忍；公差
4054.tolerate vt.忍受，容忍，宽恕
4055.tomato n.番茄，西红柿
4056.tomb  n.坟，冢
4057.tomorrow ad.在明天 n.明天
4058.ton n.吨；大量
4059.tone  n.音；腔调；声调
4060.tongue n.舌，舌头；语言
4061.tonight  ad.在今夜 n.今夜
4062.too ad.也，还；太，过分
4063.tool  n.工具，器具，用具
4064.tooth n.牙齿
4065.top n.顶；首位 a.顶的
4066.topic n.题目，论题，话题
4067.torch n.火炬，火把；手电筒
4068.torrent  n.奔流，激流，洪流
4069.tortoise n.龟，乌龟
4070.torture  n.拷问；折磨 vt.拷打
4071.toss  vt.&vi.扔，抛，掷
4072.total a.总的 vi.合计，总共
4073.touch vt.触摸；触动 n.触
4074.tough a.坚韧的；健壮的
4075.tour  n.&vi.旅行，游历
4076.tourist  n.旅游者，观光者
4077.towards prep.向；对于；接近
4078.towel n.毛巾，手巾
4079.tower n.塔 vi.屹立，高耸
4080.town  n.镇，市镇，城镇
4081.toy n.玩具，玩物
4082.trace n.痕迹；丝毫 vt.跟踪
4083.track n.行踪；路径；轨道
4084.tractor  n.拖拉机；牵引车
4085.trade n.贸易；职业 vi.交易
4086.tradition n.传统，惯例
4087.traditional a.传统的，惯例的
4088.traffic  n.交通，通行；交通量
4089.tragedy  n.悲剧；惨事，惨案
4090.trail n.痕迹；小径 vt.跟踪
4091.train vt.培养 n.列车；队列
4092.training n.训练，锻炼，培养
4093.traitor  n.叛徒，卖国贼
4094.tram  n.(有轨)电车
4095.tramp n.流浪者，游民
4096.transfer vt.转移；调动vi.转移
4097.transform vt.改变；改造；变换
4098.transformation n.变化；改造；转变
4099.transformer n.变压器，转换器
4100.transistor  n.晶体管
4101.translate vt.翻译，译 vt.翻译
4102.translation n.翻译；译文，译本
4103.transmission n.传送；传动；发射
4104.transmit vt.传送，传达；发射
4105.transparent a.透明的；易识破的
4106.transport vt.运输 n.运输
4107.transportation n.运输，运送，客运
4108.trap  n.陷阱；诡计 vt.诱骗
4109.travel vi.&vi.&n.旅行
4110.tray  n.(浅)盘，托盘，碟
4111.treason  n.谋反，通敌，叛国罪
4112.treasure n.财富；珍宝 vt.珍视
4113.treat vt.对待；处理 n.款待
4114.treatment n.待遇；治疗，疗法
4115.treaty n.条约；协议，协定
4116.tree  n.树
4117.tremble  vi.发抖，哆嗦；摇动
4118.tremendous  a.极大的，非常的
4119.trend vi.伸向；倾向 n.倾向
4120.trial n.试，试验；审判
4121.triangle n.三角(形)
4122.tribe n.部落，宗族
4123.trick n.诡计；窍门 vt.哄骗
4124.trifle n.小事，琐事；少许
4125.trim  a.整齐的 vt.使整齐
4126.trip  vi.绊；失足 vt .绊倒
4127.triumph  n.凯旋；胜利 vi.成功
4128.troop n.军队；一群，大量
4129.tropical a.热带的
4130.trouble  n.烦恼；困难 vi.烦恼
4131.troublesome a.令人烦恼的；麻烦的
4132.trousers n.裤子，长裤
4133.truck n.卡车，载重汽车
4134.true  a.真的；忠实的
4135.truly ad.真正地；忠实地
4136.trumpet  n.喇叭，小号
4137.trunk n.树干；大衣箱，皮箱
4138.trust n.信任 vt.相信；委托
4139.truth n.真理；真实；真实性
4140.try vt.试；审问 vi.尝试
4141.tub n.桶，盆，浴缸，浴盆
4142.tube  n.管；电子管，显像管
4143.tuck  vt.折短，卷起；塞
4144.Tuesday  n.星期二
4145.tuition  n.教，教诲；学费
4146.tumble vi.摔倒，跌倒；打滚
4147.tune  n.调子；和谐 vt.调谐
4148.tunnel n.隧道，坑道，地道
4149.turbine  n.叶轮机，汽轮机
4150.turbulent a.骚动的，骚乱的
4151.turkey n.火鸡；火鸡肉
4152.turn  vt.转；翻 vi.转动
4153.turning  n.旋转；变向；转弯处
4154.turnip n.萝卜，芜菁
4155.tutor n.家庭教师；导师
4156.twelfth  num.第十二
4157.twelve num.十二，十二个
4158.twentieth num.第二十
4159.twenty num.二十，二十个
4160.twice ad.两次，两倍
4161.twin  a.孪生的 n.孪生儿
4162.twinkle  vi.闪烁，闪耀
4163.twist vt.捻；拧 vi.&n.扭弯
4164.two num.二，两个
4165.type  n.型，类型 vi.打字
4166.typewriter  n.打字机
4167.typhoon  n.台风
4168.typical  a.典型的，代表性的
4169.typist n.打字员
4170.tyre  n.轮胎，车胎 
4171.ugly  a.丑陋的；可怕的
4172.ultimate a.最后的，最终的
4173.ultimately  ad.最终，最后
4174.umbrella n.伞，雨伞
4175.unable a.不能的，不会的
4176.unbearable  a.难堪的，忍受不了的
4177.uncertain a.无常的；不确定的
4178.uncle n.伯父，叔父，舅父
4179.uncomfortable  a.不舒服的；不自在的
4180.unconscious a.不省人事的
4181.uncover  vt.揭开…的盖子
4182.under prep.在…下面；低于.
4183.undergo vt.经历,经受，忍受
4184.undergraduate n.大学肆业生
4185.underground a.地下的；秘密的
4186.underline vt.划线于…之下
4187.underneath  ad.在下面，在底下
4188.understand  vt.懂；获悉 vi.懂得
4189.understanding  n.理解；理解力；协定
4190.undertake vt.从事；承担；保证
4191.undertaking n.任务，事业；许诺
4192.undo  vt.解开，打开；取消
4193.undoubtedly ad.无容置疑，肯定地
4194.uneasy a.心神不安的，忧虑的
4195.unexpected  a.想不到的，意外的
4196.unfair a.不公平的，不公正的
4197.unfortunate a.不幸的；可取的
4198.unfortunately  ad.不幸地
4199.unhappy  a.不幸福的，不快乐的
4200.uniform  a.一样的 n.制服
4201.union n.联合；团结；协会
4202.unique a.唯一的，独一无二的
4203.unit  n.单位；单元；部件
4204.unite vi.联合 vt.使联合
4205.unity n.单一；统一；团结
4206.universal a.宇宙的；普遍的
4207.universe n.宇宙，世界
4208.university  n.大学，综合性大学
4209.unjust a.非正义的；不公平的
4210.unkind a.不仁慈的，不和善的
4211.unknown  a.不知道的；未知的
4212.unless conj.除非，如果不
4213.unlike a.不同的 prep.不象…
4214.unlikely a.未必的，未必可能的
4215.unload vt.卸(货) vi.卸货
4216.unlucky  a.不幸的；不吉的
4217.unnecessary a.不必要的，多余的
4218.unpleasant  a.令人不快的，讨厌的
4219.unsatisfactory a.不能令人满意的
4220.unstable a.不稳固的；不稳定的
4221.unsuitable  a.不合适的，不适宜的
4222.until prep&conj.直到…为止
4223.unusual  a.不平常的；独特的
4224.unusually a.不平常地，非常
4225.unwilling a.不愿意的
4226.up ad.向上；起床，起来
4227.upon  prep.在…上；在…旁
4228.upper a.上面的；地位较高的
4229.upright  a.垂直的；正直的
4230.upset vt.弄翻，打翻，倾覆
4231.upside-down a.颠倒的，乱七八糟的
4232.upstairs ad.在楼上 a.楼上的
4233.up-to-date  a.直到最近的，现代的
4234.upward a.向上的，上升的
4235.upwards  ad.趋向上升；以上
4236.urge  vt.推进；催促 n.冲动
4237.urgent a.紧急的；强求的
4238.us pron.(宾格)我们
4239.usage n.使用，对待；惯用法
4240.use vt.用；耗费 n.用
4241.used  vi.过去常常
4242.used  a.旧的；习惯于…的
4243.useful a.有用的，有益的
4244.useless  a.无用的，无价值的
4245.user  n.用户，使用者
4246.usual a.通常的；平常的
4247.usually  ad.通常
4248.utility  n.效用，有用，实用
4249.utilize  vt.利用
4250.utmost a.最远的 n.极限
4251.utter a.完全的，彻底的
4252.utter vt.发出，说，讲
4253.vacant a.空的；未被占用的
4254.vacation n.假期，休假
4255.vacuum n.真空；真空吸尘器
4256.vague a.模糊的，含糊的
4257.vain  a.徒劳的；自负的
4258.valid a.有效的；正当的
4259.valley n.(山)谷，溪谷；流域
4260.valuable a.值钱的；有价值的
4261.value n.价值；价格 vt.评价
4262.van n.大篷车，运货车
4263.vanish vi.突然不见，消失
4264.vanity n.虚荣心，虚夸
4265.vapour n.汽，蒸气
4266.variable a.易变的 n.变量
4267.variation n.变化，变动；变异
4268.variety  n.多样化；种类；变种
4269.various  a.各种各样的，不同的
4270.vary  vt.改变；使多样化
4271.vase  n.瓶，花瓶
4272.vast  a.巨大的；大量的
4273.vegetable n.植物；蔬菜
4274.vehicle  n.车辆，机动车
4275.veil  n.面纱，面罩；遮蔽物
4276.velocity n.速度，速率
4277.velvet n.丝绒，天鹅绒
4278.venture  n.&vi.冒险 vt.敢于
4279.verb  n.动词
4280.verify vt.证实，查证；证明
4281.version  n.译文；说法；改写本
4282.vertical a.垂直的，竖式的
4283.very  ad.很；完全 a.真的
4284.vessel n.容器；船，飞船；管
4285.vest  n.汗衫；背心；内衣
4286.veteran  n.老兵，老手
4287.vex vt.使烦恼，使恼火
4288.via prep.经过；通过
4289.vibrate  vt.使颤动 vi.颤动
4290.vibration n.颤动，振动；摆动
4291.vice  n.罪恶；恶习；缺点
4292.vice  n.(老)虎钳
4293.victim n.牺牲者，受害者
4294.victorious  a.胜利的，得胜的
4295.victory  n.胜利，战胜
4296.video a.电视的 n.电视
4297.view  n.看；视力；风景
4298.viewpoint n.观点，看法，见解
4299.vigorous a.朝气蓬勃的
4300.village  n.乡村，村庄
4301.vine  n.葡萄树
4302.vinegar  n.醋
4303.violence n.猛烈，激烈；暴力
4304.violent  a.猛烈的；狂暴的
4305.violet n.紫罗兰
4306.violin n.小提琴
4307.virtually ad.实际上，事实上
4308.virtue n.善；美德；优点
4309.visible  a.可见的，看得见的
4310.vision n.视；想象力；梦幻
4311.visit vt.&n.访问，参观
4312.visitor  n.访问者；游客
4313.visual a.看的；看得见的
4314.vital a.生命的；有生命力的
4315.vitamin  n.维生素，维他命
4316.vivid a.鲜艳的；生动的
4317.vocabulary  n.词汇表；词汇，语汇
4318.voice n.说话声；意见；语态
4319.volcano  n.火山
4320.volleyball  n.排球，排球运动
4321.volt  n.伏特，伏
4322.voltage  n.电压
4323.volume n.卷，册；容积；音量
4324.voluntary a.自愿的，志愿的
4325.vote  n.选举，投票，表决
4326.voyage n.&vi.航海，航空
4327.wage  n.工资，报酬
4328.wage  vt.开展(运动)
4329.waggon n.四轮运货马车
4330.waist n.腰，腰部
4331.wait  vi.等，等候 n.等待
4332.waiter n.侍者，服务员
4333.wake  vi.醒，醒来 vt.唤醒
4334.waken vi.醒来 vt.弄醒
4335.walk  vi.&n.走，步行
4336.wall  n.墙，壁，围墙，城墙
4337.wallet n.钱包，皮夹子
4338.wander vi.漫游；迷路；离题
4339.want  vt.要 n.需要；缺乏
4340.war n.战争；冲突，斗争
4341.warm  a.温暖的；热烈的
4342.warmth n.暖和，温暖；热烈
4343.warn  vt.警告 vi.发生警告
4344.wash  vt.洗；冲出 vi.洗涤
4345.waste n.浪费；废物；垃圾
4346.watch vt.&vi.观看 n.手表
4347.water n.水 vt.使湿，灌溉
4348.waterfall n.瀑布
4349.waterproof  a.不透水的，防水的
4350.wave  n.波；波涛 vi.波动
4351.wavelength  n.波长
4352.wax n.蜡，蜂蜡
4353.way n.路；路线；方向
4354.we pron.(主格)我们
4355.weak  a.弱的；软弱的
4356.weaken vt.削弱 vi.变弱
4357.weakness n.虚弱，软弱；弱点
4358.wealth n.财富，财产；丰富
4359.wealthy  a.富的，富裕的
4360.weapon n.武器，兵器
4361.wear  vt.穿着，戴；磨损
4362.weary a.疲倦的 vt.使疲乏
4363.weather  n.天气
4364.weave vt.织，编 vi.纺织
4365.wedding  n.婚礼
4366.Wednesday n.星期三
4367.weed  n.杂草，野草 vi.除草
4368.week  n.星期，周
4369.weekday  n.周日，工作日
4370.weekend  n.周末，周末假期
4371.weekly a.每周的 ad.每周
4372.weep  vi.哭泣，流泪
4373.weigh vt.称…的重量；掂量
4374.weight n.重；砝码；重担
4375.welcome  int.&n.&vt.欢迎
4376.weld  vt.&n.焊接，熔接
4377.welfare  n.幸福，福利
4378.well  n.井
4379.well  ad.好；完全地 int.嘿
4380.well-known  a.众所周知的，出名的
4381.west  n.西；西洋 a.西方的
4382.western  a.西方的，西部的
4383.westward a.向西的 ad.向西
4384.wet a.湿的；下雨的
4385.what  pron.什么 a.什么
4386.whatever pron.无论什么
4387.wheat n.小麦
4388.wheel n.轮，车轮
4389.when  ad.什么时候；当…时
4390.whenever conj.无论何时，每当
4391.where ad.在哪里 pron.哪里
4392.wherever ad.究竟在哪里
4393.whether  conj.是否
4394.which pron.哪一个 a.哪一个
4395.whichever a.无论哪个，无论哪些
4396.while conj.当…的时候；而
4397.whilst conj.&n.当…的时候
4398.whip  vt.鞭笞；搅打 n.鞭子
4399.whirl vt.使回旋 vi.&n.回旋
4400.whisky n.威士忌酒
4401.whisper  vt.低声地讲 vi.低语
4402.whistle  n.口哨 vi.吹口哨
4403.white a.白的 n.白色
4404.whitewash vt.粉刷，涂白
4405.who pron.谁；…的人
4406.whoever  pron.谁；无论谁
4407.whole a.完整的 n.全部
4408.wholly ad.完全地，全部
4409.whom  pron.(宾格)谁
4410.whose pron.谁的；哪个人的
4411.why ad.为什么
4412.wicked a.坏的；令人厌恶的
4413.wide  a.宽阔的 ad.全部地
4414.widely ad.广，广泛
4415.widen vt.加宽 vi.变宽
4416.widespread  a.分布广的，普遍的
4417.widow n.寡妇
4418.width n.宽阔，广阔；宽度
4419.wife  n.妻子
4420.wild  a.野生的；野蛮的
4421.will  aux.v.将要，会；愿
4422.willing  a.愿意的，心甘情愿的
4423.win vi.获胜，赢 vt.赢得
4424.wind  n.风；气息，呼吸
4425.wind  vt.绕，缠绕 vi.卷曲
4426.window n.窗子，窗户，窗口
4427.wine  n.葡萄酒，果酒
4428.wing  n.翼，翅膀，翅
4429.winner n.获胜者，优胜者
4430.winter n.冬天，冬季
4431.wipe  vt.&n.揩，擦
4432.wire  n.金属线；电缆；电信
4433.wireless a.不用电线的，无线的
4434.wisdom n.智慧，才智；名言
4435.wise  a.有智慧的，聪明的
4436.wish  vt.祝；想要 n.希望
4437.wit n.智力，才智，智能
4438.with  prep.和…一起；具有
4439.withdraw vt.收回；撤回vi.撤退
4440.within prep.在…里面
4441.without  prep.无，没有，不
4442.withstand vt.抵挡，反抗
4443.witness  n.证据；证人 vt.目击
4444.wolf  n.狼
4445.woman n.妇女，女人，女性
4446.wonder n.惊异，惊奇；奇迹
4447.wonderful a.惊人的；极好的
4448.wood  n.树林，森林；木头
4449.wooden a.木制的；呆板的
4450.wool  n.羊毛；毛线，绒线
4451.woollen  a.羊毛制的，毛线的
4452.word  n.词；话；消息；语言
4453.work  n.工作；职业 vi.工作
4454.worker n.工人；工作者，人员
4455.workman  n.工人，劳动者，工匠
4456.workshop n.车间，工场；创作室
4457.world n.世界；世人；世间
4458.world-wide  a.遍及全球的
4459.worm  n.虫，蠕虫
4460.worry vt.使烦恼 vi.发愁
4461.worse a.更坏的 ad.更坏
4462.worship  n.礼拜；崇拜 vt.崇拜
4463.worst a.最坏的 ad.最坏地
4464.worth a.值…的 n.价值
4465.worthless a.无价值的，无用的
4466.worthwhile  a.值得花时间的
4467.worthy a.有价值的；值得的
4468.would aux.v.将；愿；总是
4469.wound n.创伤，伤 vt.使受伤
4470.wrap  vt.裹，包，捆 n.披肩
4471.wreath n.花环，花圈，花冠
4472.wreck n.失事；残骸 vt.破坏
4473.wrist n.腕，腕关节
4474.write vt.书写；写 vi.写
4475.writer n.作者，作家，文学家
4476.writing  n.书写，写；著作
4477.wrong a.错误的 ad.错，不对
4478.X-ray n.X射线，X光
4479.yard  n.院子，庭院；场地
4480.yard  n.码
4481.yawn  vi.打呵欠 n.呵欠
4482.year  n.年；年年
4483.yearly a.每年的 ad.一年一度
4484.yell  vi.叫喊
4485.yellow a.黄(色)的 n.黄(色)
4486.yes ad.是，是的
4487.yesterday n.&ad.昨天，昨日
4488.yet ad.还；已经 conj.而
4489.yield vt.&vi.出产 n.产量
4490.you pron.你，你们
4491.young a.年轻的 n.青年们
4492.your  pron.你的，你们的
4493.yours pron.你们的(东西)
4494.yourself pron.你自己；你亲自
4495.youth n.青春；青年们；青年
4496.youthful a.年轻的，青年的
4497.zeal  n.热心，热情，热忱
4498.zealous  a.热心的，热情的
4499.zebra n.斑马
4500.zero  n.零；零点，零度
4501.zone  n.地区，区域，范围
4502.zoo n.动物园 
